platform,server,uid,rid,dataUnix,num,totalMoney
ADR,20,2|10,2|10|2|20|1,1571416899,4,44
H5,4,0|2404,0|2404|0|04|0,1571418759,5,430
H5,3,0|1577,0|1577|0|03|0,1571421399,4,344
IOS,1,0|2890,0|2890|0|01|1,1571422809,4,52
ADR,15,1|1385,1|1385|1|15|1,1571423349,1,36
IOS_YY,4,0|1434,0|1434|0|04|0,1571424069,4,196
IOS,11,1|2628,1|2628|1|11|0,1571424609,6,294
ADR,13,1|623,1|623|1|13|1,1571425449,4,112
IOS,24,2|2242,2|2242|2|24|0,1571425779,8,552
IOS_YY,11,1|997,1|997|1|11|1,1571426439,8,248
IOS,14,1|1463,1|1463|1|14|0,1571426559,3,249
IOS_YY,11,1|2805,1|2805|1|11|0,1571427159,1,81
H5,12,1|374,1|374|1|12|1,1571427279,0,0
ADR,23,2|605,2|605|2|23|0,1571428539,9,162
IOS,23,2|864,2|864|2|23|0,1571428629,3,30
H5,21,2|1862,2|1862|2|21|1,1571429919,5,330
IOS,13,1|2069,1|2069|1|13|1,1571429949,9,126
IOS,12,1|369,1|369|1|12|0,1571431299,8,440
ADR,24,2|530,2|530|2|24|1,1571434239,6,498
IOS,21,2|172_188,2|172_188|2|21|1,1571434479,9,423
IOS,22,2|1707,2|1707|2|22|0,1571436459,9,873
IOS_YY,20,2|1815,2|1815|2|20|0,1571436609,2,164
IOS,1,0|1_58,0|1_58|0|01|0,1571437809,8,592
IOS,4,0|1375,0|1375|0|04|1,1571438949,7,581
H5,4,0|2539,0|2539|0|04|1,1571439729,5,410
IOS,24,2|660_175,2|660_175|2|24|1,1571439879,4,136
ADR,3,0|1707,0|1707|0|03|1,1571440059,8,728
H5,12,1|548,1|548|1|12|1,1571440359,1,11
IOS_YY,23,2|907_70,2|907_70|2|23|0,1571441109,8,672
IOS,11,1|1572,1|1572|1|11|1,1571441229,1,17
ADR,22,2|2130,2|2130|2|22|1,1571441679,0,0
ADR,0,0|67,0|67|0|00|1,1571442489,2,82
IOS,22,2|1092,2|1092|2|22|0,1571443359,2,42
ADR,5,0|2319,0|2319|0|05|0,1571444379,4,396
IOS_YY,12,1|2470,1|2470|1|12|1,1571444709,2,182
IOS,22,2|1278,2|1278|2|22|0,1571445669,7,483
ADR,22,2|1469,2|1469|2|22|1,1571446929,2,36
IOS,4,0|967,0|967|0|04|1,1571447199,9,225
H5,10,1|1434,1|1434|1|10|0,1571450079,7,126
ADR,22,2|2999,2|2999|2|22|1,1571452179,1,31
IOS_YY,5,0|2419,0|2419|0|05|1,1571454879,2,136
H5,5,0|1375,0|1375|0|05|0,1571456469,8,304
IOS,13,1|646,1|646|1|13|0,1571456919,6,480
ADR,20,2|399,2|399|2|20|1,1571457279,9,792
ADR,20,2|2361,2|2361|2|20|0,1571457519,4,304
ADR,1,0|2247,0|2247|0|01|0,1571457789,3,153
ADR,25,2|2795,2|2795|2|25|1,1571458209,9,261
IOS_YY,3,0|336,0|336|0|03|0,1571458929,6,186
ADR,3,0|1699,0|1699|0|03|1,1571460759,5,230
ADR,24,2|68,2|68|2|24|1,1571462469,6,240
IOS_YY,1,0|2612,0|2612|0|01|0,1571462499,7,553
IOS_YY,22,2|1806,2|1806|2|22|1,1571463189,5,455
IOS,23,2|2198,2|2198|2|23|0,1571465109,5,400
ADR,21,2|2824,2|2824|2|21|1,1571467149,9,171
ADR,3,0|458,0|458|0|03|0,1571467509,2,146
IOS,0,0|2527,0|2527|0|00|1,1571467629,7,196
IOS_YY,22,2|2631,2|2631|2|22|0,1571468409,0,0
IOS,10,1|1525,1|1525|1|10|1,1571468679,2,22
IOS,14,1|196,1|196|1|14|0,1571468829,8,160
H5,15,1|2289,1|2289|1|15|1,1571468979,4,240
IOS,21,2|343,2|343|2|21|1,1571469039,2,4
H5,14,1|1390,1|1390|1|14|0,1571470599,0,0
IOS_YY,0,0|2167,0|2167|0|00|1,1571470659,4,88
IOS,10,1|899,1|899|1|10|1,1571471679,4,20
IOS,24,2|166,2|166|2|24|0,1571472339,8,192
IOS_YY,13,1|1744_101,1|1744_101|1|13|1,1571472819,9,243
ADR,23,2|1423,2|1423|2|23|1,1571472879,5,470
H5,21,2|1070,2|1070|2|21|0,1571473239,3,6
IOS_YY,2,0|1021,0|1021|0|02|1,1571473389,9,432
IOS,21,2|862,2|862|2|21|1,1571473629,3,99
IOS,2,0|1302,0|1302|0|02|1,1571474919,6,228
ADR,22,2|199,2|199|2|22|1,1571475369,7,357
H5,4,0|368,0|368|0|04|0,1571475429,4,124
IOS,24,2|1309,2|1309|2|24|1,1571477439,9,774
IOS_YY,0,0|1241,0|1241|0|00|0,1571480949,1,8
IOS_YY,25,2|2443,2|2443|2|25|0,1571481609,3,186
IOS,25,2|807,2|807|2|25|1,1571482059,5,310
ADR,13,1|531,1|531|1|13|1,1571482119,2,136
H5,24,2|991,2|991|2|24|1,1571482749,3,36
IOS_YY,23,2|1987,2|1987|2|23|0,1571484279,2,54
H5,12,1|2015_230,1|2015_230|1|12|1,1571485689,3,219
IOS_YY,21,2|1854,2|1854|2|21|1,1571485839,9,585
IOS,10,1|1510,1|1510|1|10|1,1571486499,9,585
IOS,0,0|647,0|647|0|00|1,1571487369,1,25
H5,3,0|2827,0|2827|0|03|1,1571487879,5,250
ADR,10,1|274,1|274|1|10|1,1571488209,6,168
H5,12,1|896,1|896|1|12|0,1571489199,9,18
H5,4,0|1031,0|1031|0|04|0,1571489919,7,210
IOS,12,1|553,1|553|1|12|0,1571490099,7,287
IOS_YY,2,0|1127,0|1127|0|02|0,1571490819,1,28
IOS,2,0|562,0|562|0|02|1,1571490879,1,51
ADR,14,1|2584,1|2584|1|14|1,1571491629,6,396
ADR,10,1|2543,1|2543|1|10|0,1571491719,3,6
ADR,23,2|1595,2|1595|2|23|1,1571492229,6,300
IOS,10,1|597,1|597|1|10|0,1571492379,0,0
IOS,4,0|627,0|627|0|04|1,1571492529,0,0
H5,15,1|1044,1|1044|1|15|0,1571493459,4,268
IOS_YY,13,1|2192,1|2192|1|13|0,1571494779,0,0
H5,2,0|1767_5,0|1767_5|0|02|0,1571494839,4,144
H5,25,2|1466,2|1466|2|25|0,1571494959,4,68
ADR,11,1|337,1|337|1|11|1,1571498079,0,0
IOS_YY,4,0|2730,0|2730|0|04|1,1571498559,9,882
IOS,12,1|410,1|410|1|12|0,1571499669,3,0
IOS_YY,24,2|1574,2|1574|2|24|0,1571499849,9,252
H5,24,2|1783,2|1783|2|24|0,1571500029,8,64
ADR,1,0|230,0|230|0|01|1,1571414889,9,522
ADR,3,0|2558,0|2558|0|03|1,1571414949,9,477
IOS_YY,1,0|634,0|634|0|01|1,1571416269,3,12
H5,24,2|1501,2|1501|2|24|0,1571417709,0,0
H5,12,1|37,1|37|1|12|1,1571418039,5,0
H5,20,2|2039,2|2039|2|20|1,1571418549,2,68
H5,14,1|1409,1|1409|1|14|0,1571418879,8,696
H5,15,1|2126,1|2126|1|15|0,1571419899,1,29
IOS_YY,2,0|2725,0|2725|0|02|1,1571422509,8,672
ADR,10,1|1637,1|1637|1|10|0,1571422629,2,6
ADR,0,0|1558_12,0|1558_12|0|00|1,1571423049,8,288
H5,14,1|444,1|444|1|14|1,1571424099,3,240
ADR,24,2|2570,2|2570|2|24|0,1571424819,2,182
IOS,4,0|415,0|415|0|04|0,1571424939,1,79
H5,1,0|883,0|883|0|01|0,1571427039,4,80
ADR,10,1|111,1|111|1|10|0,1571428329,8,64
IOS_YY,24,2|1703,2|1703|2|24|0,1571428569,1,71
ADR,23,2|721,2|721|2|23|1,1571429619,8,784
H5,5,0|1245,0|1245|0|05|0,1571430279,6,450
ADR,14,1|2367,1|2367|1|14|1,1571431329,6,144
IOS,10,1|1065,1|1065|1|10|0,1571432439,2,140
IOS,3,0|2893,0|2893|0|03|0,1571432829,0,0
IOS,11,1|2130,1|2130|1|11|0,1571433159,6,294
H5,25,2|759,2|759|2|25|0,1571434209,1,71
ADR,12,1|1768,1|1768|1|12|1,1571434389,1,43
IOS,13,1|1726,1|1726|1|13|1,1571435259,8,152
ADR,5,0|1328,0|1328|0|05|1,1571435289,4,388
ADR,15,1|2864,1|2864|1|15|0,1571435799,3,3
IOS,22,2|847,2|847|2|22|1,1571436909,0,0
IOS,2,0|1283,0|1283|0|02|0,1571437149,3,69
IOS_YY,2,0|128,0|128|0|02|0,1571438529,0,0
IOS_YY,0,0|2318,0|2318|0|00|0,1571440929,4,320
H5,3,0|797,0|797|0|03|0,1571441379,7,483
ADR,2,0|2181,0|2181|0|02|0,1571441859,7,147
H5,0,0|181,0|181|0|00|1,1571441889,5,180
IOS,15,1|2857,1|2857|1|15|1,1571442309,2,198
IOS,20,2|2450,2|2450|2|20|1,1571442639,6,330
H5,12,1|1008,1|1008|1|12|0,1571443149,4,64
IOS_YY,25,2|1282,2|1282|2|25|0,1571443959,9,720
IOS,12,1|1412,1|1412|1|12|0,1571444019,5,470
IOS_YY,11,1|106,1|106|1|11|0,1571444829,8,696
H5,2,0|497,0|497|0|02|1,1571446029,9,594
ADR,0,0|1519,0|1519|0|00|1,1571447079,1,63
H5,24,2|2504,2|2504|2|24|1,1571450409,6,288
ADR,21,2|2278,2|2278|2|21|0,1571451489,1,47
IOS_YY,12,1|1069,1|1069|1|12|0,1571452479,6,396
IOS,12,1|1379_73,1|1379_73|1|12|0,1571452539,8,424
ADR,10,1|1896_73,1|1896_73|1|10|1,1571454309,9,468
IOS_YY,0,0|2285,0|2285|0|00|1,1571454549,8,544
IOS_YY,12,1|637,1|637|1|12|1,1571455179,2,14
IOS_YY,1,0|83,0|83|0|01|1,1571455839,3,102
ADR,25,2|2756,2|2756|2|25|0,1571456199,7,133
IOS_YY,22,2|753,2|753|2|22|1,1571456229,6,450
ADR,15,1|724,1|724|1|15|0,1571457219,4,164
IOS_YY,13,1|2310,1|2310|1|13|1,1571457399,1,3
ADR,12,1|1881,1|1881|1|12|1,1571457729,7,49
H5,12,1|48,1|48|1|12|1,1571458149,1,98
H5,21,2|1084,2|1084|2|21|1,1571458329,3,255
IOS_YY,2,0|1590,0|1590|0|02|1,1571458869,4,20
IOS_YY,21,2|849,2|849|2|21|1,1571459259,9,243
IOS_YY,11,1|1907,1|1907|1|11|0,1571459289,8,336
H5,21,2|679,2|679|2|21|0,1571459499,9,81
IOS_YY,13,1|2659,1|2659|1|13|1,1571460189,4,148
ADR,23,2|2786,2|2786|2|23|1,1571460339,3,18
IOS_YY,14,1|36,1|36|1|14|1,1571460669,2,108
ADR,12,1|1635,1|1635|1|12|1,1571461869,5,25
H5,14,1|759,1|759|1|14|1,1571462079,5,135
ADR,22,2|2253,2|2253|2|22|0,1571462289,7,91
IOS,3,0|2443,0|2443|0|03|0,1571464629,4,92
IOS_YY,21,2|1547,2|1547|2|21|0,1571468049,0,0
IOS_YY,23,2|714,2|714|2|23|1,1571468559,1,27
ADR,13,1|2386,1|2386|1|13|0,1571469459,0,0
IOS_YY,20,2|2764,2|2764|2|20|0,1571469729,1,47
IOS,2,0|551,0|551|0|02|0,1571471499,7,245
IOS_YY,23,2|2923,2|2923|2|23|0,1571473569,4,144
IOS,20,2|687,2|687|2|20|0,1571475159,7,518
IOS,11,1|2454,1|2454|1|11|0,1571475309,3,276
IOS,1,0|835,0|835|0|01|1,1571476059,7,154
IOS,2,0|1958,0|1958|0|02|0,1571476599,3,48
IOS_YY,3,0|2118,0|2118|0|03|0,1571478909,6,432
ADR,21,2|2290,2|2290|2|21|0,1571479449,3,252
IOS,25,2|892,2|892|2|25|0,1571480049,8,448
H5,23,2|1503,2|1503|2|23|1,1571480529,9,324
IOS_YY,15,1|239,1|239|1|15|1,1571484069,9,558
IOS,4,0|435,0|435|0|04|1,1571484519,0,0
IOS_YY,3,0|1765,0|1765|0|03|0,1571484549,9,396
ADR,21,2|1943,2|1943|2|21|1,1571484579,4,344
IOS,25,2|139,2|139|2|25|0,1571484909,2,194
IOS,15,1|1483,1|1483|1|15|1,1571485269,1,17
IOS_YY,4,0|1252,0|1252|0|04|0,1571486529,8,496
IOS_YY,13,1|2233,1|2233|1|13|1,1571487969,8,144
IOS,25,2|1205,2|1205|2|25|0,1571489109,1,87
ADR,25,2|577,2|577|2|25|1,1571490219,3,237
H5,15,1|110,1|110|1|15|0,1571490609,4,240
IOS,10,1|176,1|176|1|10|0,1571490999,7,350
H5,22,2|2552,2|2552|2|22|0,1571491089,9,216
H5,23,2|857,2|857|2|23|0,1571491569,8,544
IOS,14,1|2536,1|2536|1|14|0,1571494239,3,63
H5,2,0|2987,0|2987|0|02|1,1571494989,4,52
IOS_YY,2,0|1627,0|1627|0|02|1,1571495109,8,544
H5,23,2|1087_270,2|1087_270|2|23|1,1571495769,5,85
ADR,11,1|2102,1|2102|1|11|0,1571496039,8,24
ADR,1,0|1844,0|1844|0|01|0,1571496969,0,0
ADR,25,2|897,2|897|2|25|1,1571498589,4,28
ADR,0,0|142,0|142|0|00|0,1571499969,8,296
ADR,5,0|2576,0|2576|0|05|1,1571414979,4,232
H5,14,1|2723,1|2723|1|14|1,1571415789,9,729
H5,22,2|187,2|187|2|22|1,1571416659,3,186
H5,5,0|2296,0|2296|0|05|1,1571417559,4,332
IOS,22,2|1567_105,2|1567_105|2|22|0,1571417979,1,56
H5,0,0|2371,0|2371|0|00|0,1571418519,0,0
H5,25,2|2510,2|2510|2|25|1,1571420079,8,704
IOS,10,1|1172,1|1172|1|10|0,1571420319,5,235
ADR,13,1|2376,1|2376|1|13|0,1571420889,4,44
IOS,21,2|1199,2|1199|2|21|1,1571421909,2,42
H5,23,2|1919,2|1919|2|23|0,1571422659,0,0
H5,25,2|928,2|928|2|25|0,1571422689,1,88
IOS,14,1|222_147,1|222_147|1|14|0,1571424039,2,100
ADR,10,1|1019,1|1019|1|10|1,1571424249,9,9
IOS,11,1|1427,1|1427|1|11|1,1571424279,4,204
ADR,13,1|81,1|81|1|13|1,1571424729,3,90
IOS_YY,25,2|432,2|432|2|25|1,1571424999,7,406
IOS,11,1|2539,1|2539|1|11|1,1571425059,9,117
ADR,13,1|809,1|809|1|13|1,1571425959,5,110
IOS_YY,24,2|827,2|827|2|24|0,1571426259,0,0
H5,11,1|150,1|150|1|11|1,1571426349,3,90
ADR,24,2|2292,2|2292|2|24|0,1571426829,9,144
H5,12,1|1754,1|1754|1|12|1,1571427309,9,198
IOS_YY,20,2|2664,2|2664|2|20|1,1571427669,4,264
IOS,22,2|1146,2|1146|2|22|0,1571428089,7,350
H5,10,1|1450,1|1450|1|10|1,1571431899,9,693
H5,22,2|2732,2|2732|2|22|0,1571432679,1,26
IOS,1,0|639,0|639|0|01|1,1571432949,7,56
H5,12,1|850,1|850|1|12|1,1571433399,0,0
ADR,25,2|32,2|32|2|25|0,1571433819,0,0
IOS,14,1|1322,1|1322|1|14|1,1571435379,8,744
ADR,10,1|1230,1|1230|1|10|0,1571435979,2,30
H5,25,2|879,2|879|2|25|0,1571436399,9,315
IOS,24,2|2789,2|2789|2|24|0,1571437059,2,116
IOS_YY,20,2|2742,2|2742|2|20|1,1571438049,4,52
IOS_YY,23,2|1184,2|1184|2|23|0,1571438379,0,0
IOS_YY,5,0|274,0|274|0|05|1,1571438859,1,2
IOS_YY,14,1|910,1|910|1|14|1,1571439039,6,318
H5,10,1|2215,1|2215|1|10|1,1571439189,4,92
IOS_YY,25,2|1196,2|1196|2|25|1,1571439219,4,160
H5,11,1|1659,1|1659|1|11|1,1571439309,5,435
H5,0,0|1337,0|1337|0|00|1,1571442729,3,24
H5,13,1|2007,1|2007|1|13|0,1571442969,0,0
ADR,14,1|1993,1|1993|1|14|1,1571443179,4,328
IOS,24,2|1046,2|1046|2|24|0,1571443749,3,132
IOS,11,1|832,1|832|1|11|0,1571443899,9,234
IOS_YY,20,2|2429,2|2429|2|20|0,1571445009,5,215
H5,10,1|1044,1|1044|1|10|1,1571446809,2,172
ADR,24,2|930,2|930|2|24|1,1571447799,9,432
IOS_YY,3,0|970,0|970|0|03|1,1571450049,9,693
ADR,12,1|1781,1|1781|1|12|1,1571450589,1,54
IOS_YY,24,2|116,2|116|2|24|1,1571451339,7,399
H5,20,2|539,2|539|2|20|0,1571452689,4,236
H5,24,2|701,2|701|2|24|0,1571453049,5,245
ADR,2,0|2927,0|2927|0|02|1,1571456049,5,300
IOS,13,1|357,1|357|1|13|0,1571456679,3,270
H5,20,2|2592,2|2592|2|20|1,1571458239,1,12
ADR,14,1|1381,1|1381|1|14|1,1571458479,4,120
ADR,2,0|2592,0|2592|0|02|0,1571459109,3,297
H5,11,1|568,1|568|1|11|1,1571459439,5,105
H5,0,0|1697,0|1697|0|00|0,1571460009,9,549
ADR,1,0|1251,0|1251|0|01|0,1571460399,9,864
IOS_YY,24,2|1978,2|1978|2|24|0,1571460489,6,0
ADR,3,0|2026,0|2026|0|03|1,1571461659,3,174
IOS,2,0|2446,0|2446|0|02|0,1571461809,5,340
H5,5,0|2933,0|2933|0|05|0,1571461899,1,96
IOS,11,1|1929,1|1929|1|11|1,1571461989,7,539
ADR,1,0|1691_164,0|1691_164|0|01|1,1571462379,7,182
ADR,11,1|156,1|156|1|11|0,1571462919,8,480
H5,25,2|2366,2|2366|2|25|1,1571463129,2,56
IOS_YY,22,2|2921,2|2921|2|22|1,1571464239,0,0
IOS,13,1|749_228,1|749_228|1|13|1,1571465619,7,63
ADR,23,2|453,2|453|2|23|1,1571466339,6,36
IOS,24,2|2155,2|2155|2|24|1,1571466729,0,0
H5,15,1|193,1|193|1|15|0,1571466759,4,176
IOS_YY,14,1|309,1|309|1|14|1,1571467059,6,210
H5,21,2|1013,2|1013|2|21|1,1571467209,7,679
IOS,21,2|1185,2|1185|2|21|0,1571467659,8,336
ADR,23,2|2345,2|2345|2|23|0,1571469999,9,36
ADR,14,1|2545,1|2545|1|14|0,1571470119,9,234
ADR,1,0|813,0|813|0|01|0,1571471289,1,73
H5,24,2|590,2|590|2|24|1,1571473359,5,20
IOS,25,2|2046,2|2046|2|25|0,1571475189,4,364
IOS,25,2|919,2|919|2|25|0,1571477589,9,135
IOS_YY,21,2|2741,2|2741|2|21|1,1571477769,2,156
IOS,1,0|11,0|11|0|01|1,1571478609,2,112
H5,3,0|41,0|41|0|03|0,1571480109,5,15
H5,2,0|1858,0|1858|0|02|0,1571480289,8,216
ADR,10,1|1448,1|1448|1|10|1,1571480649,4,380
H5,12,1|1149,1|1149|1|12|0,1571483109,1,81
ADR,2,0|1027,0|1027|0|02|1,1571483769,0,0
ADR,0,0|1486,0|1486|0|00|0,1571485629,6,210
H5,13,1|2061,1|2061|1|13|1,1571487339,8,504
H5,4,0|1008,0|1008|0|04|1,1571488569,1,59
H5,23,2|1774,2|1774|2|23|1,1571488689,1,0
IOS,14,1|1933,1|1933|1|14|0,1571489889,2,126
IOS,10,1|212,1|212|1|10|1,1571490579,4,360
ADR,14,1|1619,1|1619|1|14|0,1571491389,7,651
H5,10,1|2294,1|2294|1|10|0,1571493639,1,88
IOS,12,1|286,1|286|1|12|1,1571493819,8,192
IOS_YY,2,0|1364_265,0|1364_265|0|02|1,1571494929,3,75
IOS,3,0|1797,0|1797|0|03|1,1571497359,6,36
IOS_YY,2,0|2541,0|2541|0|02|0,1571497449,1,57
ADR,0,0|971,0|971|0|00|1,1571497569,4,340
IOS_YY,2,0|869,0|869|0|02|0,1571497929,8,528
IOS_YY,0,0|2684,0|2684|0|00|0,1571498469,2,84
IOS_YY,13,1|1438,1|1438|1|13|0,1571499429,8,376
IOS_YY,13,1|1882,1|1882|1|13|0,1571500539,2,194
IOS_YY,5,0|2332,0|2332|0|05|0,1571415039,3,87
IOS,23,2|1895,2|1895|2|23|1,1571415069,8,616
ADR,24,2|621,2|621|2|24|1,1571415219,9,351
ADR,23,2|1054,2|1054|2|23|1,1571416179,2,116
ADR,2,0|96,0|96|0|02|1,1571417079,0,0
H5,14,1|1988,1|1988|1|14|0,1571417139,8,8
IOS,10,1|2538,1|2538|1|10|0,1571417409,8,344
ADR,22,2|29_102,2|29_102|2|22|0,1571417619,4,192
IOS_YY,15,1|1866,1|1866|1|15|1,1571418129,3,171
ADR,5,0|1902,0|1902|0|05|1,1571418369,6,462
IOS_YY,0,0|388,0|388|0|00|1,1571419719,0,0
IOS_YY,10,1|2396,1|2396|1|10|1,1571421159,9,513
H5,4,0|748,0|748|0|04|1,1571421879,9,189
IOS_YY,3,0|1585,0|1585|0|03|0,1571422239,2,176
IOS_YY,20,2|691,2|691|2|20|0,1571423379,8,552
ADR,13,1|96,1|96|1|13|1,1571424969,9,162
IOS_YY,1,0|1325,0|1325|0|01|0,1571425269,9,693
H5,10,1|1084,1|1084|1|10|1,1571426109,1,19
IOS,25,2|623,2|623|2|25|1,1571426139,9,99
IOS_YY,22,2|1719,2|1719|2|22|1,1571427129,8,368
ADR,3,0|1617,0|1617|0|03|1,1571427549,9,423
ADR,2,0|2010,0|2010|0|02|1,1571427579,9,360
ADR,14,1|1584,1|1584|1|14|0,1571428479,1,53
IOS_YY,22,2|1896_244,2|1896_244|2|22|0,1571428839,9,855
IOS_YY,12,1|2049,1|2049|1|12|1,1571428899,5,465
H5,25,2|2284,2|2284|2|25|0,1571429109,0,0
ADR,1,0|2583,0|2583|0|01|0,1571430099,3,15
ADR,14,1|1077,1|1077|1|14|1,1571430249,7,651
IOS_YY,1,0|802,0|802|0|01|1,1571430429,0,0
H5,20,2|2330,2|2330|2|20|1,1571431029,0,0
IOS,20,2|1411,2|1411|2|20|0,1571431449,3,228
ADR,14,1|2467,1|2467|1|14|1,1571431719,5,440
H5,4,0|2854,0|2854|0|04|0,1571432559,5,110
H5,15,1|852,1|852|1|15|1,1571433519,0,0
IOS_YY,23,2|1171,2|1171|2|23|1,1571434449,7,105
IOS,23,2|648,2|648|2|23|1,1571435349,7,231
IOS_YY,15,1|839,1|839|1|15|1,1571438079,0,0
ADR,4,0|457,0|457|0|04|0,1571438139,7,560
IOS_YY,13,1|2451,1|2451|1|13|1,1571438319,2,72
IOS,20,2|625,2|625|2|20|1,1571438469,8,736
H5,21,2|2473,2|2473|2|21|0,1571441979,5,85
IOS_YY,10,1|267,1|267|1|10|1,1571443809,6,594
IOS,11,1|124,1|124|1|11|1,1571445639,8,56
IOS_YY,20,2|1543,2|1543|2|20|1,1571445789,8,784
ADR,14,1|961,1|961|1|14|0,1571446899,1,29
IOS_YY,0,0|1809,0|1809|0|00|1,1571447679,3,240
IOS_YY,4,0|2161,0|2161|0|04|1,1571448189,3,201
IOS,23,2|12,2|12|2|23|0,1571448309,1,64
H5,3,0|677,0|677|0|03|1,1571448609,4,128
H5,23,2|1199,2|1199|2|23|0,1571450139,5,280
IOS,2,0|852_62,0|852_62|0|02|1,1571450469,1,86
H5,21,2|1401,2|1401|2|21|1,1571452989,2,10
ADR,23,2|1692,2|1692|2|23|0,1571453349,5,340
IOS_YY,5,0|2571,0|2571|0|05|1,1571455059,1,57
ADR,2,0|124,0|124|0|02|1,1571455689,2,38
IOS_YY,1,0|669,0|669|0|01|0,1571455869,6,336
ADR,3,0|538,0|538|0|03|1,1571456109,0,0
IOS_YY,14,1|344,1|344|1|14|0,1571459019,7,168
H5,2,0|878,0|878|0|02|0,1571459079,8,488
H5,4,0|797,0|797|0|04|0,1571459139,9,189
IOS_YY,20,2|2263,2|2263|2|20|0,1571459349,1,24
ADR,3,0|278,0|278|0|03|1,1571460249,7,630
H5,15,1|2882,1|2882|1|15|1,1571462019,0,0
IOS,12,1|1525_221,1|1525_221|1|12|1,1571462259,6,426
IOS_YY,11,1|366,1|366|1|11|0,1571462799,0,0
IOS,13,1|2708,1|2708|1|13|0,1571464089,8,640
IOS,24,2|22,2|22|2|24|0,1571465799,2,130
IOS,13,1|356_180,1|356_180|1|13|1,1571466249,6,552
IOS,15,1|266,1|266|1|15|1,1571467239,7,49
ADR,14,1|646,1|646|1|14|1,1571467689,0,0
H5,25,2|1338,2|1338|2|25|1,1571467959,4,24
H5,14,1|1164,1|1164|1|14|0,1571468799,3,225
IOS_YY,12,1|2307,1|2307|1|12|1,1571471079,4,332
IOS,0,0|1752,0|1752|0|00|0,1571471619,8,472
ADR,25,2|2521,2|2521|2|25|0,1571472789,7,343
ADR,25,2|1021,2|1021|2|25|0,1571473419,8,216
H5,15,1|1721,1|1721|1|15|0,1571473989,5,250
ADR,13,1|8,1|8|1|13|1,1571474049,0,0
IOS,2,0|521,0|521|0|02|1,1571474709,9,342
H5,1,0|2903,0|2903|0|01|0,1571475009,7,630
IOS_YY,11,1|2483,1|2483|1|11|0,1571476749,5,25
IOS,10,1|2774,1|2774|1|10|0,1571477619,6,12
IOS,22,2|414,2|414|2|22|1,1571478999,2,26
IOS_YY,0,0|2912,0|2912|0|00|0,1571481369,7,63
H5,3,0|1998,0|1998|0|03|1,1571482359,2,24
H5,5,0|2151,0|2151|0|05|0,1571484159,4,276
IOS,14,1|468,1|468|1|14|1,1571486739,7,420
ADR,1,0|761,0|761|0|01|0,1571486949,5,340
H5,20,2|1173,2|1173|2|20|0,1571487189,5,260
H5,24,2|1705,2|1705|2|24|0,1571489439,1,70
H5,11,1|108,1|108|1|11|1,1571490639,4,212
ADR,22,2|271,2|271|2|22|0,1571491839,1,59
H5,12,1|1571,1|1571|1|12|1,1571494599,9,198
ADR,10,1|862,1|862|1|10|1,1571495169,7,154
IOS,25,2|1624,2|1624|2|25|1,1571496579,3,30
IOS,12,1|305,1|305|1|12|0,1571496759,6,258
IOS_YY,5,0|2801,0|2801|0|05|1,1571496849,0,0
IOS_YY,12,1|439,1|439|1|12|0,1571497389,5,375
ADR,14,1|70,1|70|1|14|0,1571499939,8,8
ADR,14,1|1522,1|1522|1|14|0,1571500239,4,92
IOS,11,1|1735,1|1735|1|11|1,1571415369,9,513
H5,2,0|330,0|330|0|02|1,1571415429,5,425
H5,22,2|1163,2|1163|2|22|0,1571415819,1,68
H5,22,2|1165,2|1165|2|22|0,1571415879,7,161
IOS,13,1|987,1|987|1|13|1,1571416239,6,72
H5,15,1|2724,1|2724|1|15|0,1571416539,2,174
IOS_YY,25,2|363_68,2|363_68|2|25|1,1571416929,4,68
IOS,11,1|2447,1|2447|1|11|0,1571417289,2,136
IOS,15,1|717,1|717|1|15|0,1571417679,7,252
IOS,24,2|42,2|42|2|24|1,1571417739,0,0
H5,15,1|1650,1|1650|1|15|1,1571418609,6,318
IOS_YY,24,2|1886,2|1886|2|24|0,1571419479,9,567
H5,2,0|829,0|829|0|02|1,1571419509,9,450
IOS_YY,15,1|1025,1|1025|1|15|0,1571420259,6,336
IOS,12,1|979,1|979|1|12|0,1571420619,2,62
IOS_YY,4,0|2882,0|2882|0|04|0,1571421819,7,651
IOS,0,0|323,0|323|0|00|1,1571422029,0,0
ADR,11,1|1069,1|1069|1|11|0,1571422449,3,138
H5,24,2|2933,2|2933|2|24|1,1571423589,8,0
ADR,10,1|1433,1|1433|1|10|1,1571423679,8,664
H5,24,2|368,2|368|2|24|0,1571427219,7,336
IOS_YY,12,1|2507,1|2507|1|12|1,1571428929,9,729
H5,13,1|579,1|579|1|13|1,1571429019,1,82
ADR,1,0|507,0|507|0|01|0,1571429229,0,0
IOS,24,2|2301,2|2301|2|24|1,1571432859,9,0
H5,14,1|783,1|783|1|14|0,1571433579,3,177
IOS,5,0|488,0|488|0|05|0,1571436579,3,144
IOS_YY,25,2|2830,2|2830|2|25|1,1571436849,5,315
IOS_YY,12,1|1,1|1|1|12|1,1571437239,1,89
ADR,25,2|822,2|822|2|25|0,1571437899,2,140
IOS_YY,25,2|1941,2|1941|2|25|0,1571438499,2,88
ADR,4,0|1901,0|1901|0|04|1,1571441739,3,18
IOS,20,2|2654,2|2654|2|20|1,1571442249,8,712
H5,4,0|2198,0|2198|0|04|1,1571442369,9,396
