platform,server,uid,rid,dataUnix,payWay,orderId,money
IOS_YY,3,0|22,0|22|0|03|1,1571472699,fling,c9a2743f-c734-4079-bd37-2a258d6ae985,648
H5,1,0|746,0|746|0|01|1,1571473509,fling,cc2b3460-65e9-432c-a1d5-7276a8e743d0,648
IOS_YY,1,0|1513_237,0|1513_237|0|01|1,1571473959,fling,db1bdb96-63c6-4ecb-8e72-630a58a8028d,98
IOS_YY,10,1|672,1|672|1|10|0,1571474229,fling,3413a2b4-86e6-4f55-8137-db1ac6441495,328
ADR,14,1|2826,1|2826|1|14|0,1571475399,fling,3eb129b4-74ec-4bc2-b2dc-72bb14a79555,648
IOS_YY,20,2|1619,2|1619|2|20|1,1571475519,fling,32f19b5b-2290-47c6-ad89-2a11f08bf9e9,198
IOS,11,1|1250,1|1250|1|11|0,1571476029,fling,0ac2ec7f-065e-4d70-8f2c-6fddfee430b8,328
H5,23,2|709,2|709|2|23|1,1571476359,fling,34058e13-681a-462e-8c5e-590b3bfbb586,648
ADR,23,2|543,2|543|2|23|0,1571476929,fling,d48be38c-b54f-421c-8212-218b1e7b14d1,328
IOS,14,1|1577,1|1577|1|14|1,1571477109,fling,d9c73357-d472-4adf-a79f-02ce567425f4,198
H5,2,0|2338,0|2338|0|02|1,1571478189,fling,1fdace6d-26f6-41eb-b3be-ba0510f6153d,328
ADR,3,0|2083,0|2083|0|03|0,1571479089,fling,959af89e-6287-4dcb-a6f3-65e98f10cd97,328
H5,4,0|2428,0|2428|0|04|0,1571479509,fling,11b11396-6167-4e76-84cb-3b983203e161,648
IOS,11,1|1849,1|1849|1|11|1,1571479599,fling,594fcfb0-1307-4fe9-b352-a00f1f43a458,328
H5,10,1|1649,1|1649|1|10|0,1571480079,fling,4eec528a-4771-4f47-9171-81db0ee0dbe7,98
ADR,2,0|1858,0|1858|0|02|0,1571480289,fling,1b89a7e0-29df-42b6-ad82-69f4d97f4551,50
IOS_YY,1,0|1397,0|1397|0|01|0,1571481759,fling,f428f0b9-6aa7-4283-a132-dac300f6836d,198
IOS,10,1|564,1|564|1|10|1,1571482149,fling,54df60ae-3b2b-4314-ae28-b0a6617173c0,648
H5,1,0|838,0|838|0|01|1,1571482539,fling,3eb3acf8-57e6-4b7d-8fd1-3edf0c8154c3,98
IOS_YY,23,2|1028,2|1028|2|23|0,1571482989,fling,e2e8c46b-c70e-4d9a-ba0e-bc5908c28281,328
H5,22,2|999,2|999|2|22|1,1571486469,fling,56bd21c9-4f71-40ab-b488-351c246aa521,648
IOS_YY,25,2|259,2|259|2|25|0,1571486859,fling,4b38e20d-595d-4747-8611-3b96dafd13a6,198
IOS_YY,11,1|215,1|215|1|11|1,1571487009,fling,4b09e179-ff97-4640-b6b5-e27e85890ab1,648
ADR,22,2|2259,2|2259|2|22|1,1571489409,fling,2df9d154-4fec-415e-ad9e-7f8f31ee6a3c,50
IOS,12,1|1127,1|1127|1|12|0,1571490819,fling,5118cd2d-e6bb-40ee-a33a-caecac3e1967,198
IOS_YY,11,1|1086,1|1086|1|11|1,1571491179,fling,1b159036-6078-4f9d-bfb4-d64fc6f1b242,648
IOS_YY,0,0|783,0|783|0|00|0,1571491449,fling,82e99c39-9f3b-4e34-aca4-c52cbe733f38,198
ADR,12,1|1061,1|1061|1|12|0,1571491929,fling,64d8efcd-8beb-4ea2-b654-9fb54a6beabf,648
IOS,24,2|2234,2|2234|2|24|1,1571492139,fling,0e78ac19-3e9c-40f8-9544-d45326d47748,98
ADR,5,0|2871,0|2871|0|05|0,1571492469,fling,b16dc3d7-5342-433f-bb9c-3d79d05d4193,328
IOS_YY,10,1|2857,1|2857|1|10|1,1571493159,fling,5444bef8-f134-4782-971f-75f621b1a80b,648
IOS,21,2|2276,2|2276|2|21|1,1571493699,fling,48d65c60-991e-44b8-b633-b2c89a5e06c9,50
IOS_YY,15,1|869,1|869|1|15|1,1571493789,fling,51dcbcdb-b380-412f-b6c0-ef2f72f933a7,198
H5,3,0|1231,0|1231|0|03|0,1571493879,fling,80c02ffd-a642-464f-8668-aaed3a78d3d7,648
ADR,12,1|2997,1|2997|1|12|0,1571494509,fling,c45429ef-5591-47f9-827e-b4c64480bcb0,328
IOS,13,1|679,1|679|1|13|1,1571494869,fling,debf0946-8066-43bf-9cb0-855e890dbe76,98
ADR,13,1|1332,1|1332|1|13|0,1571496429,fling,9c633557-7a57-4439-903b-f7b0adebe19f,30
IOS,0,0|1952,0|1952|0|00|0,1571496699,fling,669672ae-7e16-4643-9569-d45150c937ae,98
IOS_YY,25,2|2801,2|2801|2|25|1,1571496849,fling,67770f5a-d7f7-42b3-9c8e-d83c33b1e341,198
H5,11,1|42,1|42|1|11|0,1571497299,fling,8fc01aca-7c84-4445-a8c7-f03a1f5e80f6,198
ADR,22,2|1745,2|1745|2|22|1,1571498169,fling,044b4b73-dbe3-4296-8152-8d1f27693123,98
H5,4,0|2684,0|2684|0|04|0,1571498469,fling,805eb662-53fc-4bb7-8d2d-232213b17391,328
IOS_YY,24,2|1252,2|1252|2|24|0,1571498859,fling,6923ea91-71af-4222-9a88-ebc2f424857b,50
IOS_YY,13,1|1461,1|1461|1|13|0,1571499069,fling,24eb285f-e2f3-4d34-9813-4628d4d88f82,98
ADR,11,1|263,1|263|1|11|0,1571499519,fling,8a113364-3f36-429e-bd2d-24f1dc09521d,198
ADR,4,0|1894,0|1894|0|04|1,1571499609,fling,6f24274a-8959-4cd6-8eae-239adb804c1d,648
H5,1,0|269,0|269|0|01|0,1571500119,fling,77a6d9c0-e352-4d46-832c-14f0eed7e8ca,328
IOS,1,0|1522,0|1522|0|01|0,1571500239,fling,2dbcd218-5c16-4e52-a78d-d0de0d59c478,648
IOS,3,0|2110,0|2110|0|03|0,1571415159,fling,27be0d3b-a87c-4132-8972-502b5f584ef5,648
IOS_YY,14,1|1517,1|1517|1|14|1,1571415909,fling,57cf95e4-b72f-4bff-9145-676e6a6b5b47,98
ADR,2,0|2984,0|2984|0|02|1,1571415939,fling,ef132cf3-a843-4451-8356-e96c1c1beb8d,648
IOS,11,1|1474,1|1474|1|11|0,1571416449,fling,db448421-9257-481c-a2c0-a40678886023,98
IOS_YY,24,2|282,2|282|2|24|0,1571416629,fling,d1223f53-a7c1-4107-8771-0d04f6e20fbb,328
IOS_YY,10,1|2109,1|2109|1|10|1,1571416719,fling,47cd76b6-df43-4dee-b5bf-d0df096a1258,648
ADR,10,1|451,1|451|1|10|1,1571418579,fling,09f477dc-6f9c-42bd-abe8-6c13dd767592,328
IOS_YY,0,0|2404,0|2404|0|00|0,1571418759,fling,377d6a3d-7eb5-4250-b76f-6666572d5cd0,648
ADR,20,2|1381,2|1381|2|20|0,1571419599,fling,75b7dd1f-e1de-42ca-9617-834ca53c8dec,98
IOS,11,1|2693,1|2693|1|11|1,1571420739,fling,58557165-fd19-4749-9b62-ef6b8a7ac527,328
ADR,15,1|2059,1|2059|1|15|0,1571422269,fling,4b54d34b-9a45-4f97-a4a0-c9b50982b64f,6
IOS_YY,11,1|1014,1|1014|1|11|1,1571422479,fling,d3e1c543-84a3-4a48-a9aa-cdb68301906e,328
H5,20,2|2890,2|2890|2|20|1,1571422809,fling,30834253-b4c6-442a-bdb5-e43e509d8fc4,328
ADR,15,1|2749,1|2749|1|15|1,1571423079,fling,2b24bc99-887b-4638-ac3e-14309a8d93ea,328
IOS,0,0|692,0|692|0|00|1,1571423109,fling,5e155aff-3da1-427b-a665-1c53cff18eea,648
ADR,4,0|1230,0|1230|0|04|1,1571425119,fling,ce6fddb3-ff0e-479d-b3bc-880b5ce47922,648
IOS_YY,11,1|476,1|476|1|11|0,1571426919,fling,2ca85fc0-5033-47d4-b2a8-e6907c5437f3,328
ADR,14,1|1576,1|1576|1|14|0,1571427009,fling,9527cf93-6233-4644-a9bd-af66c77ed8c6,50
IOS,21,2|374,2|374|2|21|1,1571427279,fling,03ef5fab-8961-49f7-81c0-13bbcb7f6e76,30
IOS,11,1|1617,1|1617|1|11|1,1571427549,fling,989358f6-5e33-45a4-b8eb-b836e1b441aa,328
ADR,10,1|2205,1|2205|1|10|0,1571427639,fling,30025fd6-3c1c-4a64-8eae-a0e7ffc75330,328
IOS,22,2|169_28,2|169_28|2|22|1,1571429199,fling,9447823d-101d-4e61-91c9-34f20a6ed48d,50
IOS,10,1|551,1|551|1|10|1,1571429379,fling,e6dcfc19-d1b3-4e4d-8b85-2c035bf2d81a,648
IOS_YY,14,1|1336,1|1336|1|14|1,1571430399,fling,befc3ccb-e1c4-4ae4-ac16-9c9f7494331a,198
IOS,24,2|1402,2|1402|2|24|1,1571430939,fling,9a1ce470-a5b8-471d-b50f-854499b6b905,6
ADR,3,0|1173,0|1173|0|03|1,1571431509,fling,91066ee4-b8b7-497c-8bb7-9b53f19a7c14,98
H5,14,1|2722,1|2722|1|14|1,1571432589,fling,e4c94bdd-d372-4554-a03a-048e7abf3c23,6
IOS_YY,22,2|1099,2|1099|2|22|1,1571432769,fling,b2c0e35b-7c79-477a-a8e9-bfde08811a56,328
ADR,24,2|2157,2|2157|2|24|0,1571434299,fling,2b67f988-a646-4d7d-be7b-2e5245e3e98a,648
ADR,22,2|1176,2|1176|2|22|0,1571435199,fling,20cd6b66-a2b6-4f5b-a391-415557c25738,98
ADR,14,1|272,1|272|1|14|1,1571435709,fling,0840635f-94f6-4657-9c72-562cf8c331af,198
IOS,23,2|2946,2|2946|2|23|0,1571435829,fling,8ee4c5a0-8905-4311-9337-79815884ae8a,648
IOS_YY,15,1|726,1|726|1|15|0,1571435889,fling,39795b82-3941-41b1-b743-3dc14d179026,198
IOS,24,2|47,2|47|2|24|1,1571436429,fling,14f588f1-0b78-43cd-b8ff-f8a4174db333,328
IOS,22,2|1707,2|1707|2|22|0,1571436459,fling,a33df659-9578-4a1f-89ed-78cd8f98faed,328
ADR,20,2|2830,2|2830|2|20|1,1571436849,fling,e0d6cf43-b696-40e5-a56a-333dfb996bf8,648
ADR,11,1|2358,1|2358|1|11|0,1571436939,fling,6c7ae346-0f5d-42c0-a640-81eee02370e4,30
H5,12,1|2447,1|2447|1|12|0,1571438889,fling,a014b84f-981a-442d-82f2-737a5c3c22a3,198
H5,11,1|1707,1|1707|1|11|1,1571439279,fling,3e3dc606-184e-4cc8-83af-e23f34294cbc,98
IOS,10,1|2871,1|2871|1|10|1,1571439429,fling,286578e6-f4c1-41fe-9a3c-b9d23a5b9ba7,98
IOS,12,1|1974,1|1974|1|12|0,1571439609,fling,cf25aaf5-ecfb-4780-a6fc-18963235ef95,648
IOS,25,2|2398,2|2398|2|25|0,1571439999,fling,c291115b-8052-426e-84f4-c37f19b75b6c,198
IOS,2,0|1066,0|1066|0|02|0,1571443089,fling,09485873-f995-4bb8-b014-3f403a3dd8fe,328
IOS_YY,12,1|2761,1|2761|1|12|1,1571445219,fling,a0e2579a-f5b4-49fd-b65a-55d7f6be5f94,328
IOS,24,2|45,2|45|2|24|1,1571445699,fling,79cdc26e-6ed3-4d66-b95e-9bc68e715e64,328
ADR,14,1|527,1|527|1|14|0,1571445909,fling,1a62a337-efdd-4980-a63e-8f758740be78,198
ADR,2,0|497,0|497|0|02|1,1571446029,fling,3f75b91f-988e-414e-86e0-7552a81106a8,98
IOS,15,1|2141,1|2141|1|15|1,1571446959,fling,b20f4899-a25c-44ba-9b2d-0dca7eca5f05,648
ADR,5,0|156,0|156|0|05|1,1571447439,fling,ee369c23-edae-46a5-9676-a5b6654b1bf5,648
ADR,13,1|305_155,1|305_155|1|13|1,1571448009,fling,ec36c4f9-5a5d-408e-b385-a51f3bcb764a,328
H5,13,1|830,1|830|1|13|1,1571449989,fling,6c90221c-f682-48fe-b632-7104a78b0c9b,648
IOS_YY,12,1|297_84,1|297_84|1|12|0,1571450319,fling,1ebd75b7-5922-4f5f-87e5-9fd79b9c0af6,648
ADR,14,1|116,1|116|1|14|1,1571451339,fling,0ef5db1e-b152-4b22-bf1f-21dd76a4e048,328
IOS,11,1|2999,1|2999|1|11|1,1571451969,fling,595b5b3b-a0b5-4731-a546-2745c532352e,50
IOS,12,1|2574,1|2574|1|12|0,1571452719,fling,562840e2-3e6b-4440-9138-28e83c3f56d5,50
IOS_YY,20,2|2956,2|2956|2|20|0,1571452899,fling,7136250e-048e-43f3-9d08-1d8dfd9a6d83,648
IOS,21,2|2469,2|2469|2|21|0,1571452929,fling,bf8eb246-ef86-4dbb-8178-fffff5d0e205,328
IOS,24,2|716,2|716|2|24|0,1571453619,fling,01470c41-eddb-40cd-b092-f9bc13d2d512,98
IOS,12,1|2803,1|2803|1|12|0,1571453709,fling,4f177feb-da48-4473-bc56-900820ee246f,328
IOS,12,1|1747,1|1747|1|12|0,1571454669,fling,736c63ef-3a29-4e0e-8b6d-6afb24871757,198
IOS,20,2|2619,2|2619|2|20|0,1571455089,fling,caeceb8c-f993-4982-ac0c-f2fb3bf63d77,328
ADR,0,0|1696,0|1696|0|00|1,1571455449,fling,f3676bed-6643-42ba-bee8-cbc0bfa0a002,328
IOS,12,1|1745_81,1|1745_81|1|12|1,1571455599,fling,58381e18-8430-405f-9b61-f77e800f414f,648
IOS,14,1|2953,1|2953|1|14|1,1571456379,fling,591d4e0f-6238-4023-b45e-d2faa8b8b344,648
IOS,12,1|357,1|357|1|12|0,1571456679,fling,8c92edba-739b-4926-8dc5-cef16b0f2f66,98
IOS,11,1|1585,1|1585|1|11|1,1571456979,fling,0bf8b167-17f7-476d-8bab-168bae82a4d9,328
H5,3,0|2316,0|2316|0|03|1,1571457099,fling,d95eeed9-9642-4823-9621-ae1023a4ff9c,648
ADR,21,2|1667,2|1667|2|21|1,1571458989,fling,212af7be-9c5f-4733-87d3-4ed61cee29d7,328
IOS,23,2|1403,2|1403|2|23|1,1571459529,fling,aef8089b-91d6-4540-bbcc-25610b288e02,648
H5,4,0|2296,0|2296|0|04|1,1571459739,fling,a9a23ddb-5a29-41a1-8acb-299433092b5f,50
IOS,15,1|2766,1|2766|1|15|0,1571459769,fling,2befa62b-3e17-4ef3-9e40-0d5ad22c5505,198
IOS_YY,0,0|1212,0|1212|0|00|0,1571459949,fling,bba917c1-f2b2-48ee-b7c9-bb3201db048b,648
IOS_YY,12,1|1357,1|1357|1|12|0,1571461329,fling,a51162c2-c38b-41df-bee6-a7cdc3a43728,648
H5,3,0|1756,0|1756|0|03|1,1571461749,fling,e17d8f92-8811-49db-a846-29e373ada613,198
IOS,2,0|2552,0|2552|0|02|0,1571462169,fling,ee1307b9-eb63-41f9-a42e-718e685b3d2f,648
IOS_YY,5,0|68,0|68|0|05|1,1571462469,fling,f0ac4a24-d60b-41eb-aee8-19d74ce41a8c,98
ADR,5,0|1468,0|1468|0|05|0,1571462889,fling,21d44094-af99-407a-a13c-06a3eafbd909,198
IOS_YY,15,1|2976,1|2976|1|15|1,1571463039,fling,150e646c-f45a-4982-a629-420748aabddc,648
ADR,15,1|1565,1|1565|1|15|0,1571463069,fling,3b2ba6d5-e355-46d1-9b85-9b788bd633a4,98
IOS_YY,20,2|1757_243,2|1757_243|2|20|0,1571463909,fling,c64f4ce7-0d6d-4bcc-8dd7-2f10c89fdeab,648
IOS_YY,12,1|1856,1|1856|1|12|1,1571464329,fling,ac2e2424-bf40-4ebf-b07f-070c475c6585,328
ADR,10,1|2338,1|2338|1|10|0,1571464599,fling,dc90c229-dd18-40a8-be11-4c11679672c0,198
IOS_YY,0,0|2577,0|2577|0|00|1,1571465679,fling,93f0c600-2508-447f-8c30-e87cc4717101,50
IOS_YY,4,0|1359,0|1359|0|04|0,1571465919,fling,e11e1162-ec56-4509-98ed-84eb4d8e192d,98
IOS_YY,12,1|2222,1|2222|1|12|1,1571467839,fling,ebd6f1b9-3b05-42e0-b307-8c055bfba2dd,648
H5,11,1|776,1|776|1|11|1,1571468079,fling,021a6599-23f9-449a-813b-f22fc8a34e43,328
ADR,10,1|2104,1|2104|1|10|1,1571468259,fling,bc219f54-40c9-42af-b128-51de1ec4c911,198
H5,1,0|563,0|563|0|01|1,1571468619,fling,fc24f310-3893-4ece-b216-46a701523457,648
H5,20,2|755,2|755|2|20|0,1571468709,fling,bb407309-c778-41c2-8cf8-f65e02ca04b7,328
IOS,22,2|2985,2|2985|2|22|1,1571468859,fling,5cb462a1-52bd-4777-af65-fc9666913734,648
IOS_YY,24,2|107,2|107|2|24|0,1571469429,fling,e78c8ef8-486b-4d9b-9155-8edd3597dcc3,198
IOS_YY,11,1|1184,1|1184|1|11|0,1571470089,fling,8ddbb4b4-30f8-43df-96aa-d29063e3c59a,198
ADR,15,1|2545,1|2545|1|15|0,1571470119,fling,45926607-66a7-4a48-956a-2007ed8603a1,328
IOS_YY,11,1|1332,1|1332|1|11|0,1571471889,fling,b4e77ff6-399e-47c3-8b3a-3e35a4cf0b7f,648
ADR,4,0|2404,0|2404|0|04|0,1571471979,fling,a875910c-6f75-4444-9044-487e99e7f71c,648
H5,24,2|2983,2|2983|2|24|0,1571473089,fling,1417eec1-bf1f-40aa-9c41-b5eb9a01bff4,648
IOS_YY,3,0|2923,0|2923|0|03|0,1571473569,fling,640fbda4-9737-44f0-8051-155747115ff8,648
H5,23,2|1469,2|1469|2|23|0,1571474589,fling,b6ad858c-9a08-48c3-80cb-aa429b6bf8a9,648
H5,3,0|2597,0|2597|0|03|1,1571474769,fling,0f3879b0-e286-46c6-8169-e286bbcfbbc1,648
IOS,24,2|1394,2|1394|2|24|0,1571476149,fling,21c19e0a-1a14-4c1f-bd27-a3f98c385520,648
IOS,15,1|1125,1|1125|1|15|0,1571476869,fling,77cf6956-501d-4a26-bb10-6b4f60c711a5,328
IOS_YY,20,2|2657,2|2657|2|20|0,1571478699,fling,1d04ea93-9110-4520-9c56-08dc70866971,328
IOS_YY,15,1|942,1|942|1|15|1,1571478759,fling,b7cd35a8-7c37-45f0-ab36-1909df77ef00,328
H5,25,2|2644,2|2644|2|25|0,1571479179,fling,91e6f654-b90b-4990-93bc-075c85931680,98
ADR,22,2|7,2|7|2|22|0,1571479419,fling,08c2da62-b288-40b0-8460-157a1019f2c0,648
ADR,12,1|95,1|95|1|12|1,1571479479,fling,afbd45ba-7a1b-4ee1-9b2f-1b9734d705f1,98
H5,23,2|1913,2|1913|2|23|1,1571479539,fling,bafaa997-40ea-43dc-a568-fcbef215c65d,198
IOS,3,0|255,0|255|0|03|0,1571479989,fling,10e70b3a-f3ea-4b82-ba67-0d87490266be,648
IOS_YY,5,0|568,0|568|0|05|0,1571480379,fling,02bc5685-c8f2-4b40-b675-3c77f1e5f10d,50
IOS_YY,3,0|1957_141,0|1957_141|0|03|0,1571481309,fling,51f13498-1a20-4081-8d89-61ae453568f8,98
ADR,14,1|587,1|587|1|14|1,1571481579,fling,2b6bbe97-2ae0-46d4-8bad-ca7c9d33ca9e,328
IOS,15,1|702,1|702|1|15|0,1571482779,fling,3d8b6a86-9172-482e-b85c-7be4b0601e2a,328
IOS_YY,11,1|2553,1|2553|1|11|1,1571483649,fling,f318d1a0-d83a-4f76-8e67-697eef5568f7,328
IOS,13,1|683,1|683|1|13|1,1571483739,fling,1a931787-bdfe-40a6-a749-461fffdaf965,328
IOS,2,0|2488,0|2488|0|02|1,1571484879,fling,7c2633b0-cab6-4bdd-a671-d23d23095485,328
H5,3,0|1710,0|1710|0|03|1,1571487129,fling,83a09e34-11bf-4943-9ca2-a7f5f0389352,328
IOS_YY,12,1|2818,1|2818|1|12|1,1571487729,fling,fb6fc919-8b2b-4fdc-8028-318063fdb36e,328
IOS_YY,21,2|798,2|798|2|21|1,1571487939,fling,4d4ff367-91a6-4f3c-aae4-b639afc2f399,648
H5,15,1|736,1|736|1|15|0,1571487999,fling,896a408f-7b1d-4de0-b7b9-799321a32e6b,328
ADR,13,1|898,1|898|1|13|1,1571488929,fling,b015ec42-3668-4930-b378-f32e90d416e2,328
H5,0,0|1417,0|1417|0|00|1,1571489169,fling,60e1f639-c4b5-4d3e-8309-8611e116e42c,648
H5,13,1|2452,1|2452|1|13|1,1571490369,fling,5a1c4841-0c4e-44b3-9532-279036cc634a,648
IOS,22,2|2419,2|2419|2|22|1,1571492949,fling,2b2cf94f-e503-4c2e-81f2-f4cf8d7b6782,648
IOS,1,0|1650,0|1650|0|01|0,1571493429,fling,f69cd47e-ca06-4a02-8710-6a531adf3577,648
H5,10,1|1554,1|1554|1|10|0,1571494269,fling,3e0aca84-e2d0-4d7c-be0b-bd0fb7bfb693,198
H5,24,2|1018,2|1018|2|24|0,1571494329,fling,f0a362dd-497e-4fcf-b7cd-d9751e0825be,50
IOS_YY,14,1|2312,1|2312|1|14|1,1571494419,fling,fefa28c9-fafa-40c5-9db2-cd35dcc0cf67,328
IOS_YY,20,2|869,2|869|2|20|0,1571497059,fling,b173181f-244d-4c8d-b9cb-63bbb3c414c2,328
IOS_YY,2,0|1690,0|1690|0|02|0,1571497479,fling,a9f33490-c263-421b-a82c-6913e1b8b964,328
IOS,13,1|1293,1|1293|1|13|1,1571498049,fling,902f4eff-5af5-4040-8195-07916fb1f681,648
ADR,22,2|122,2|122|2|22|0,1571498889,fling,272a8f73-d398-46ce-af5f-bc5332db94cb,328
IOS,2,0|2893,0|2893|0|02|0,1571499489,fling,bcf1a7e0-fdca-45f1-a7b8-793060cf153d,328
H5,21,2|1307,2|1307|2|21|1,1571500299,fling,b8346173-9ce8-4f48-bd3d-07702a16f393,328
H5,13,1|973,1|973|1|13|1,1571500629,fling,1e137c68-7892-4361-9d83-8b644dcf8c53,6
H5,1,0|1474,0|1474|0|01|1,1571414529,fling,a0d539a6-5ab5-42f6-afdd-6c30b5ac3245,198
ADR,14,1|1384,1|1384|1|14|1,1571416689,fling,bff22fb6-393d-4363-aa5a-dca75ff0bd9e,98
H5,11,1|2956,1|2956|1|11|1,1571417919,fling,7f35d39c-623d-4b5b-adc4-3400ce98e96d,50
IOS,12,1|2554,1|2554|1|12|1,1571418189,fling,dd4ee891-41f7-4870-a23a-6bfe3aae76cc,328
ADR,21,2|1826,2|1826|2|21|0,1571418669,fling,649fef50-1277-46b1-8793-6e12357d9ef5,328
H5,11,1|90,1|90|1|11|1,1571419119,fling,9bd89690-9958-4dde-a87b-929dbdf8fdad,198
IOS_YY,13,1|2864,1|2864|1|13|0,1571419209,fling,67b73707-665e-4a03-a2be-bf7842861ce5,648
IOS_YY,11,1|776,1|776|1|11|1,1571420859,fling,e3a7087f-0ba3-4f52-94b1-e4d8b7fd3ca6,648
IOS_YY,21,2|408,2|408|2|21|0,1571422209,fling,9adc3aa3-9f7d-4423-8ca7-01a0254cdb6f,328
H5,10,1|988_268,1|988_268|1|10|1,1571423319,fling,04f84a17-d2ba-4583-94a3-18d66ab3fa8b,328
H5,12,1|2933,1|2933|1|12|1,1571423589,fling,ea620470-7582-423f-bb8f-a6c73fc1de9f,648
H5,5,0|68,0|68|0|05|0,1571424879,fling,610c719b-46c6-4628-9d18-f00d06faae17,328
IOS_YY,25,2|2183,2|2183|2|25|0,1571426709,fling,95e17d40-89c5-4ef6-ae19-f05832f91561,328
ADR,0,0|2319,0|2319|0|00|1,1571426859,fling,20e00a02-3039-4108-8f6c-4b059585aa9b,648
IOS_YY,24,2|2648,2|2648|2|24|1,1571427459,fling,5cd21d05-2c83-43a7-882e-50a464e26876,328
ADR,11,1|2985,1|2985|1|11|0,1571428959,fling,475d1aab-54f4-4101-9913-e6929cec2b39,198
H5,10,1|1809,1|1809|1|10|1,1571429049,fling,ee18c259-d5ca-479e-b207-da5867936394,328
H5,23,2|2585,2|2585|2|23|1,1571429169,fling,b30ce336-1bab-4d7d-a3b2-6fc99f170b05,648
IOS_YY,3,0|871,0|871|0|03|0,1571429349,fling,59511192-c123-4dff-95c8-d457d3f8c4ec,50
IOS,21,2|1887,2|1887|2|21|0,1571430339,fling,5de9a9d3-73eb-437a-bb27-999e1e25ae57,198
H5,1,0|2072,0|2072|0|01|0,1571430969,fling,b5fe2451-86df-4f57-9ac1-7a61d9d9fab6,328
H5,10,1|52,1|52|1|10|1,1571431359,fling,3434fc9c-a633-4d55-ae99-ca3d7b310d14,98
ADR,25,2|1825,2|1825|2|25|0,1571431389,fling,3a5f361c-d3e9-465f-9e82-a73664517ad5,328
IOS_YY,14,1|1971_55,1|1971_55|1|14|0,1571431629,fling,535d0f4a-434b-4c1e-b8be-ef34bd765da1,198
ADR,25,2|2854,2|2854|2|25|0,1571432559,fling,46166aec-6e8a-487d-8e0e-f5954a42ad2b,30
IOS,21,2|2348,2|2348|2|21|0,1571433429,fling,de58ab14-6809-4864-86c7-5b2149b3e314,328
ADR,22,2|1426_257,2|1426_257|2|22|1,1571433489,fling,74ca6dbe-885d-49fa-ac3a-5c7718b3a90d,198
ADR,2,0|783,0|783|0|02|0,1571433579,fling,4ffa862d-09fc-4c4d-a36d-e84c7e9c5406,328
IOS_YY,11,1|828_87,1|828_87|1|11|0,1571435229,fling,ccce8212-c649-4063-b77b-6f83fe3c79db,648
IOS_YY,10,1|2805,1|2805|1|10|1,1571435319,fling,553e63f4-27d0-4c7b-acdf-97142fec3e9f,648
ADR,20,2|937,2|937|2|20|1,1571435769,fling,aacdd6f0-fda4-4569-a448-c3f937e7fb28,198
IOS,25,2|1230,2|1230|2|25|0,1571435979,fling,200508c4-bbec-4041-91f5-32eddeaae54f,648
IOS,13,1|1082,1|1082|1|13|1,1571436099,fling,71d270cc-5d0d-41bb-98cb-006b5bb1e03e,198
H5,1,0|1531,0|1531|0|01|1,1571436699,fling,dfd137ac-2b95-4288-9cbf-e8e6bba78fc4,648
ADR,10,1|1200_202,1|1200_202|1|10|1,1571436759,fling,a27e1d9e-d383-4749-97cb-dd004409ca31,198
IOS,3,0|1381,0|1381|0|03|0,1571437119,fling,a0016b94-422a-429b-bb0f-1bd0edb3b339,98
ADR,22,2|654,2|654|2|22|0,1571437569,fling,c190b212-575c-4207-b988-0b1c15323749,198
IOS_YY,12,1|2768,1|2768|1|12|1,1571438589,fling,31d341ab-b13b-4553-b9b6-f04265700dc4,198
H5,13,1|2579,1|2579|1|13|0,1571439819,fling,aeb3ab1c-38d0-4c64-a39e-74be86e417ec,328
IOS,0,0|2065,0|2065|0|00|1,1571440419,fling,091b362b-11f2-4664-aae9-0dcab679a418,328
ADR,12,1|2862,1|2862|1|12|0,1571440449,fling,4047efaa-2abd-400a-b56a-be10ded5c160,328
H5,1,0|2455,0|2455|0|01|1,1571441349,fling,ef2ad5c0-3dea-411b-b6f8-7fddc91af77b,328
IOS_YY,14,1|2649,1|2649|1|14|1,1571444559,fling,fb76c949-a4f3-4e66-826f-a436bbf0bc32,648
H5,23,2|736,2|736|2|23|0,1571444619,fling,7db01ba0-cc78-4ee3-9c1e-80635828a41b,328
H5,11,1|2494,1|2494|1|11|0,1571445999,fling,fad13a70-5a7a-406f-8fa1-46d52c0d505b,328
IOS,0,0|1623,0|1623|0|00|0,1571446059,fling,29430e34-2042-4837-9cb1-aec9918c5f49,648
IOS,0,0|2828,0|2828|0|00|0,1571446299,fling,12758674-e6f9-463c-af04-abb0d70f495d,198
ADR,23,2|484,2|484|2|23|0,1571446779,fling,fb5bd697-3c9f-4857-85c1-f56ec0d5213b,50
IOS_YY,12,1|1932,1|1932|1|12|0,1571447019,fling,12303fc0-c1c3-43ee-93c3-eca5ded59d73,328
IOS_YY,2,0|63,0|63|0|02|0,1571448369,fling,6f6648ae-04da-44e0-9057-01008490e6db,328
IOS,15,1|355,1|355|1|15|0,1571449089,fling,7a82fe6d-d273-4c47-8f32-8d22237ad81d,98
IOS_YY,25,2|2655,2|2655|2|25|0,1571450679,fling,657c5a31-8ecd-4f6b-a5c8-79c6ebe0d872,30
H5,13,1|1318,1|1318|1|13|0,1571451009,fling,feb9a1ee-6aca-4fe3-a8d7-5f7e78ef4e61,98
