platform,server,uid,rid,dataUnix,status
IOS_YY,5,0|810,0|810|0|05|0,1571664699,LOGOUT
IOS,13,1|521,1|521|1|13|0,1571664939,LOGOUT
ADR,15,1|242,1|242|1|15|1,1571665269,LOGOUT
ADR,3,0|1109,0|1109|0|03|1,1571665479,LOGOUT
IOS_YY,5,0|216,0|216|0|05|0,1571665869,LOGOUT
H5,12,1|1013,1|1013|1|12|1,1571665959,LOGIN
IOS_YY,21,2|2816,2|2816|2|21|0,1571666049,LOGOUT
IOS_YY,25,2|2823,2|2823|2|25|1,1571666109,LOGIN
IOS_YY,25,2|2823,2|2823|2|25|1,1571666109,LOGIN
IOS,12,1|2117,1|2117|1|12|1,1571666319,LOGIN
IOS_YY,5,0|1527,0|1527|0|05|0,1571666829,LOGOUT
H5,15,1|825,1|825|1|15|1,1571666889,LOGIN
ADR,14,1|54,1|54|1|14|1,1571667939,LOGOUT
ADR,12,1|1026,1|1026|1|12|0,1571668299,LOGIN
IOS_YY,10,1|427_72,1|427_72|1|10|1,1571669259,LOGOUT
IOS,4,0|947,0|947|0|04|0,1571669439,LOGIN
IOS_YY,10,1|45,1|45|1|10|1,1571670039,LOGOUT
H5,0,0|1214_253,0|1214_253|0|00|1,1571670429,LOGOUT
H5,0,0|1214_253,0|1214_253|0|00|1,1571670429,LOGOUT
H5,2,0|376,0|376|0|02|0,1571670699,LOGOUT
IOS_YY,25,2|1554,2|1554|2|25|0,1571670939,LOGOUT
H5,24,2|479,2|479|2|24|0,1571671209,LOGIN
IOS_YY,24,2|738,2|738|2|24|0,1571671599,LOGOUT
IOS,25,2|2677,2|2677|2|25|0,1571671779,LOGIN
H5,21,2|2370,2|2370|2|21|0,1571672019,LOGOUT
H5,0,0|1404,0|1404|0|00|0,1571672559,LOGIN
H5,3,0|283,0|283|0|03|0,1571672679,LOGOUT
IOS_YY,1,0|589,0|589|0|01|1,1571587689,LOGIN
H5,20,2|931_197,2|931_197|2|20|1,1571589189,LOGIN
ADR,11,1|833,1|833|1|11|1,1571589369,LOGIN
ADR,22,2|2883,2|2883|2|22|0,1571589489,LOGIN
IOS,2,0|1805,0|1805|0|02|1,1571589759,LOGOUT
ADR,12,1|1768,1|1768|1|12|0,1571590209,LOGIN
H5,23,2|946_285,2|946_285|2|23|0,1571592579,LOGIN
IOS,2,0|2890,0|2890|0|02|0,1571592849,LOGIN
ADR,11,1|327,1|327|1|11|0,1571593479,LOGIN
H5,12,1|515,1|515|1|12|0,1571593869,LOGIN
ADR,23,2|2004,2|2004|2|23|1,1571594559,LOGOUT
IOS,25,2|1734,2|1734|2|25|1,1571595039,LOGOUT
IOS_YY,3,0|2009,0|2009|0|03|0,1571595309,LOGOUT
ADR,14,1|1752,1|1752|1|14|0,1571596029,LOGOUT
IOS_YY,14,1|1143,1|1143|1|14|0,1571597379,LOGIN
H5,21,2|109,2|109|2|21|0,1571598459,LOGIN
H5,21,2|425,2|425|2|21|0,1571598549,LOGIN
IOS_YY,11,1|1704,1|1704|1|11|1,1571598729,LOGIN
ADR,11,1|1412_1,1|1412_1|1|11|1,1571599059,LOGOUT
IOS_YY,10,1|2112,1|2112|1|10|0,1571599479,LOGOUT
H5,2,0|583,0|583|0|02|1,1571600139,LOGOUT
IOS,0,0|2127,0|2127|0|00|1,1571600319,LOGOUT
IOS_YY,0,0|2164,0|2164|0|00|0,1571600529,LOGIN
IOS,11,1|798_278,1|798_278|1|11|1,1571601279,LOGOUT
IOS,4,0|1219,0|1219|0|04|1,1571601939,LOGIN
ADR,10,1|1023,1|1023|1|10|1,1571602059,LOGOUT
IOS_YY,14,1|769,1|769|1|14|0,1571602659,LOGOUT
IOS_YY,23,2|118,2|118|2|23|0,1571602779,LOGOUT
IOS,4,0|417,0|417|0|04|1,1571603049,LOGOUT
IOS,22,2|2293,2|2293|2|22|0,1571603919,LOGIN
ADR,14,1|2222,1|2222|1|14|1,1571604009,LOGOUT
H5,3,0|1675,0|1675|0|03|1,1571605389,LOGIN
IOS,13,1|1314,1|1314|1|13|1,1571606199,LOGIN
IOS,15,1|591,1|591|1|15|1,1571606469,LOGOUT
IOS,2,0|675,0|675|0|02|1,1571607789,LOGIN
H5,10,1|2709,1|2709|1|10|1,1571607909,LOGOUT
ADR,4,0|834,0|834|0|04|0,1571608749,LOGIN
IOS_YY,2,0|2132,0|2132|0|02|0,1571609109,LOGIN
IOS_YY,10,1|1206,1|1206|1|10|0,1571609199,LOGIN
ADR,23,2|2398,2|2398|2|23|1,1571609319,LOGOUT
IOS,25,2|2213,2|2213|2|25|1,1571609589,LOGIN
ADR,10,1|1381,1|1381|1|10|0,1571609799,LOGIN
IOS_YY,23,2|1133,2|1133|2|23|0,1571610189,LOGIN
ADR,2,0|1394,0|1394|0|02|0,1571610279,LOGIN
ADR,14,1|1296,1|1296|1|14|0,1571610519,LOGOUT
IOS,1,0|1225,0|1225|0|01|0,1571610639,LOGOUT
H5,22,2|2802,2|2802|2|22|1,1571611449,LOGOUT
H5,10,1|2968,1|2968|1|10|1,1571611869,LOGIN
ADR,25,2|2299,2|2299|2|25|1,1571612169,LOGOUT
IOS_YY,5,0|521,0|521|0|05|1,1571612289,LOGOUT
ADR,12,1|526,1|526|1|12|0,1571612349,LOGIN
IOS,11,1|487,1|487|1|11|0,1571612679,LOGIN
IOS,20,2|2721,2|2721|2|20|0,1571612739,LOGIN
IOS,1,0|904,0|904|0|01|1,1571612769,LOGOUT
IOS_YY,21,2|2956,2|2956|2|21|1,1571613969,LOGIN
H5,2,0|1228_2,0|1228_2|0|02|0,1571615649,LOGIN
H5,2,0|1228_2,0|1228_2|0|02|0,1571615649,LOGIN
IOS_YY,4,0|999,0|999|0|04|1,1571616279,LOGOUT
IOS,20,2|655,2|655|2|20|0,1571616579,LOGOUT
H5,10,1|2899,1|2899|1|10|0,1571617809,LOGIN
IOS,20,2|2175,2|2175|2|20|0,1571617929,LOGIN
IOS,1,0|2214,0|2214|0|01|1,1571618199,LOGOUT
IOS_YY,2,0|1064,0|1064|0|02|1,1571618409,LOGOUT
IOS,22,2|1063,2|1063|2|22|1,1571618619,LOGOUT
H5,11,1|1592,1|1592|1|11|0,1571618799,LOGOUT
ADR,13,1|244,1|244|1|13|1,1571618979,LOGIN
H5,13,1|1590,1|1590|1|13|0,1571619399,LOGOUT
H5,23,2|1510,2|1510|2|23|0,1571619999,LOGOUT
IOS_YY,2,0|1979,0|1979|0|02|0,1571620689,LOGIN
IOS,4,0|782_193,0|782_193|0|04|0,1571620839,LOGOUT
ADR,0,0|1569,0|1569|0|00|1,1571621049,LOGIN
IOS_YY,23,2|2112,2|2112|2|23|1,1571621559,LOGIN
ADR,23,2|1769,2|1769|2|23|1,1571623029,LOGIN
H5,22,2|2130,2|2130|2|22|1,1571623899,LOGIN
H5,1,0|1259,0|1259|0|01|0,1571624169,LOGIN
IOS,5,0|366,0|366|0|05|0,1571624439,LOGIN
H5,20,2|1988,2|1988|2|20|0,1571624769,LOGOUT
H5,10,1|769,1|769|1|10|1,1571625249,LOGOUT
IOS,10,1|2614,1|2614|1|10|1,1571625579,LOGOUT
IOS_YY,14,1|1646,1|1646|1|14|0,1571625849,LOGIN
IOS,13,1|2586,1|2586|1|13|0,1571626179,LOGIN
ADR,13,1|2976,1|2976|1|13|1,1571626299,LOGIN
IOS,25,2|56,2|56|2|25|1,1571626509,LOGOUT
IOS,4,0|1781,0|1781|0|04|1,1571626659,LOGIN
IOS,12,1|2770,1|2770|1|12|0,1571627529,LOGOUT
IOS,5,0|1884,0|1884|0|05|1,1571627739,LOGOUT
ADR,24,2|2384,2|2384|2|24|0,1571627889,LOGIN
ADR,14,1|2902,1|2902|1|14|0,1571627949,LOGIN
IOS_YY,14,1|1056,1|1056|1|14|0,1571628129,LOGOUT
IOS_YY,14,1|1056,1|1056|1|14|0,1571628129,LOGOUT
IOS_YY,20,2|1683,2|1683|2|20|1,1571628159,LOGOUT
ADR,10,1|1922,1|1922|1|10|1,1571628429,LOGIN
IOS,25,2|2532,2|2532|2|25|1,1571629599,LOGOUT
ADR,0,0|1812_277,0|1812_277|0|00|1,1571630079,LOGIN
H5,5,0|1464,0|1464|0|05|1,1571630619,LOGIN
ADR,4,0|888,0|888|0|04|0,1571630799,LOGOUT
IOS,2,0|274_33,0|274_33|0|02|1,1571631339,LOGIN
IOS,24,2|1994,2|1994|2|24|0,1571631759,LOGIN
H5,2,0|1816,0|1816|0|02|1,1571631819,LOGIN
H5,0,0|1833,0|1833|0|00|1,1571631879,LOGIN
ADR,14,1|2304,1|2304|1|14|1,1571632149,LOGOUT
H5,2,0|2726,0|2726|0|02|0,1571632209,LOGOUT
H5,21,2|916_151,2|916_151|2|21|0,1571632419,LOGIN
IOS_YY,4,0|1572,0|1572|0|04|0,1571633079,LOGOUT
ADR,2,0|669,0|669|0|02|0,1571633319,LOGIN
IOS,22,2|443,2|443|2|22|0,1571633679,LOGOUT
H5,15,1|1556,1|1556|1|15|1,1571633979,LOGOUT
ADR,5,0|108,0|108|0|05|0,1571634309,LOGIN
H5,2,0|2795,0|2795|0|02|0,1571634369,LOGIN
ADR,10,1|2991,1|2991|1|10|1,1571634819,LOGOUT
IOS,22,2|428,2|428|2|22|0,1571636139,LOGOUT
IOS,5,0|1721,0|1721|0|05|1,1571636619,LOGOUT
ADR,13,1|789,1|789|1|13|0,1571636979,LOGIN
ADR,24,2|374,2|374|2|24|0,1571637429,LOGIN
IOS,2,0|2121,0|2121|0|02|0,1571637639,LOGIN
IOS,2,0|2121,0|2121|0|02|0,1571637639,LOGIN
ADR,10,1|751,1|751|1|10|1,1571637909,LOGIN
H5,20,2|2019,2|2019|2|20|1,1571638059,LOGIN
IOS,4,0|573,0|573|0|04|1,1571638269,LOGOUT
H5,0,0|2647,0|2647|0|00|0,1571638479,LOGOUT
ADR,22,2|2290,2|2290|2|22|0,1571638929,LOGIN
H5,1,0|791,0|791|0|01|0,1571638989,LOGIN
ADR,25,2|1330,2|1330|2|25|1,1571639049,LOGOUT
IOS,5,0|1069,0|1069|0|05|1,1571639619,LOGOUT
IOS,11,1|1101_205,1|1101_205|1|11|0,1571639829,LOGOUT
ADR,25,2|1976,2|1976|2|25|1,1571639889,LOGOUT
IOS,5,0|697,0|697|0|05|0,1571640219,LOGOUT
IOS,5,0|697,0|697|0|05|0,1571640219,LOGOUT
IOS_YY,21,2|2112,2|2112|2|21|0,1571641179,LOGIN
IOS_YY,25,2|1538,2|1538|2|25|0,1571641509,LOGOUT
IOS_YY,0,0|2498,0|2498|0|00|0,1571642079,LOGIN
IOS_YY,15,1|1229,1|1229|1|15|1,1571642199,LOGOUT
ADR,10,1|1335,1|1335|1|10|1,1571642409,LOGOUT
ADR,13,1|1696_110,1|1696_110|1|13|0,1571642709,LOGIN
H5,5,0|1371,0|1371|0|05|0,1571642739,LOGIN
H5,14,1|1141,1|1141|1|14|0,1571642949,LOGIN
IOS,1,0|1530,0|1530|0|01|0,1571642979,LOGOUT
H5,4,0|2886,0|2886|0|04|1,1571643429,LOGIN
H5,23,2|2730,2|2730|2|23|1,1571643459,LOGOUT
ADR,12,1|872,1|872|1|12|1,1571643549,LOGIN
IOS,10,1|1349,1|1349|1|10|0,1571643939,LOGOUT
IOS_YY,11,1|1246,1|1246|1|11|1,1571644269,LOGIN
ADR,24,2|2497,2|2497|2|24|1,1571645049,LOGIN
ADR,4,0|1514,0|1514|0|04|0,1571645379,LOGOUT
ADR,4,0|1514,0|1514|0|04|0,1571645379,LOGOUT
IOS,20,2|396,2|396|2|20|1,1571645859,LOGOUT
ADR,3,0|592,0|592|0|03|0,1571646039,LOGIN
IOS,3,0|96,0|96|0|03|1,1571646849,LOGIN
H5,20,2|72_75,2|72_75|2|20|1,1571646909,LOGIN
H5,20,2|72_75,2|72_75|2|20|1,1571646909,LOGIN
IOS_YY,3,0|924,0|924|0|03|1,1571647449,LOGIN
H5,24,2|2524,2|2524|2|24|0,1571647779,LOGIN
ADR,25,2|1102,2|1102|2|25|1,1571648289,LOGOUT
ADR,23,2|976,2|976|2|23|1,1571648619,LOGOUT
IOS_YY,15,1|272,1|272|1|15|1,1571649189,LOGOUT
ADR,24,2|2478,2|2478|2|24|0,1571649579,LOGOUT
IOS,22,2|1935,2|1935|2|22|0,1571649639,LOGIN
IOS_YY,22,2|89,2|89|2|22|1,1571649699,LOGIN
H5,20,2|129,2|129|2|20|0,1571649819,LOGOUT
IOS_YY,14,1|991,1|991|1|14|1,1571649939,LOGIN
IOS_YY,14,1|991,1|991|1|14|1,1571649939,LOGIN
IOS_YY,12,1|2613,1|2613|1|12|0,1571650329,LOGIN
IOS_YY,14,1|2276,1|2276|1|14|1,1571650389,LOGIN
IOS_YY,2,0|989,0|989|0|02|1,1571650419,LOGIN
H5,24,2|2805,2|2805|2|24|0,1571650479,LOGOUT
H5,24,2|718,2|718|2|24|1,1571650569,LOGIN
ADR,4,0|1853,0|1853|0|04|1,1571650809,LOGIN
IOS_YY,12,1|2952,1|2952|1|12|0,1571651319,LOGOUT
IOS,23,2|2291,2|2291|2|23|1,1571651499,LOGOUT
ADR,12,1|689,1|689|1|12|1,1571651529,LOGIN
ADR,4,0|1957,0|1957|0|04|1,1571651619,LOGIN
ADR,4,0|1198_170,0|1198_170|0|04|0,1571652249,LOGIN
IOS_YY,10,1|539,1|539|1|10|0,1571652279,LOGIN
ADR,20,2|51,2|51|2|20|1,1571652399,LOGIN
ADR,20,2|51,2|51|2|20|1,1571652399,LOGIN
H5,12,1|2276,1|2276|1|12|0,1571654019,LOGIN
IOS,23,2|265,2|265|2|23|0,1571654049,LOGOUT
IOS_YY,12,1|1397,1|1397|1|12|0,1571654349,LOGIN
H5,25,2|860_218,2|860_218|2|25|0,1571654649,LOGOUT
H5,0,0|180_196,0|180_196|0|00|1,1571654859,LOGOUT
IOS,12,1|570,1|570|1|12|1,1571655369,LOGIN
ADR,10,1|2847,1|2847|1|10|0,1571655489,LOGIN
IOS_YY,20,2|2501,2|2501|2|20|1,1571655519,LOGOUT
IOS_YY,0,0|2387,0|2387|0|00|0,1571655549,LOGOUT
IOS,10,1|345_35,1|345_35|1|10|1,1571655819,LOGOUT
H5,21,2|822_221,2|822_221|2|21|1,1571656419,LOGOUT
H5,21,2|822_221,2|822_221|2|21|1,1571656419,LOGOUT
ADR,2,0|694,0|694|0|02|0,1571656719,LOGIN
IOS,11,1|1717,1|1717|1|11|0,1571657349,LOGOUT
IOS_YY,12,1|2447,1|2447|1|12|0,1571657949,LOGOUT
IOS,15,1|1375,1|1375|1|15|0,1571658189,LOGIN
IOS,21,2|428,2|428|2|21|1,1571658639,LOGOUT
ADR,12,1|375,1|375|1|12|1,1571659359,LOGOUT
IOS,12,1|1009,1|1009|1|12|1,1571659449,LOGIN
ADR,12,1|2241,1|2241|1|12|0,1571659479,LOGIN
ADR,14,1|1558_267,1|1558_267|1|14|0,1571659989,LOGOUT
ADR,14,1|1558_267,1|1558_267|1|14|0,1571659989,LOGOUT
H5,1,0|18,0|18|0|01|1,1571660769,LOGIN
IOS_YY,12,1|2281,1|2281|1|12|0,1571660889,LOGOUT
ADR,3,0|1329,0|1329|0|03|1,1571661009,LOGOUT
H5,2,0|1554,0|1554|0|02|1,1571661339,LOGOUT
H5,2,0|1554,0|1554|0|02|1,1571661339,LOGOUT
IOS_YY,15,1|201,1|201|1|15|1,1571661819,LOGIN
IOS_YY,15,1|201,1|201|1|15|1,1571661819,LOGIN
IOS_YY,2,0|755,0|755|0|02|0,1571661879,LOGOUT
ADR,14,1|27,1|27|1|14|0,1571662029,LOGOUT
ADR,12,1|843,1|843|1|12|0,1571662419,LOGIN
ADR,2,0|2643,0|2643|0|02|0,1571662479,LOGIN
IOS,1,0|204,0|204|0|01|0,1571663619,LOGIN
ADR,0,0|1259,0|1259|0|00|0,1571663649,LOGIN
H5,2,0|2970,0|2970|0|02|1,1571664069,LOGOUT
H5,12,1|669,1|669|1|12|1,1571664159,LOGIN
IOS_YY,20,2|1503,2|1503|2|20|0,1571664189,LOGIN
H5,5,0|710,0|710|0|05|1,1571664459,LOGIN
ADR,5,0|496,0|496|0|05|1,1571664819,LOGIN
IOS,20,2|2275,2|2275|2|20|1,1571664999,LOGOUT
IOS_YY,3,0|489,0|489|0|03|0,1571665329,LOGIN
H5,12,1|1013,1|1013|1|12|1,1571665959,LOGIN
IOS_YY,21,2|2816,2|2816|2|21|0,1571666049,LOGOUT
ADR,2,0|598,0|598|0|02|1,1571666259,LOGOUT
IOS,11,1|1826,1|1826|1|11|0,1571666679,LOGIN
ADR,0,0|1217,0|1217|0|00|0,1571667129,LOGIN
IOS,2,0|2988,0|2988|0|02|1,1571667279,LOGIN
IOS_YY,0,0|172,0|172|0|00|1,1571667309,LOGIN
IOS,4,0|2929,0|2929|0|04|0,1571667669,LOGIN
IOS_YY,22,2|911,2|911|2|22|0,1571668149,LOGOUT
IOS_YY,22,2|911,2|911|2|22|0,1571668149,LOGOUT
ADR,23,2|2621,2|2621|2|23|1,1571668629,LOGIN
ADR,22,2|1214,2|1214|2|22|1,1571668749,LOGIN
IOS_YY,14,1|2401,1|2401|1|14|0,1571668809,LOGOUT
ADR,4,0|1153,0|1153|0|04|0,1571668899,LOGOUT
IOS,2,0|518,0|518|0|02|0,1571668989,LOGOUT
H5,1,0|498,0|498|0|01|0,1571669079,LOGOUT
H5,11,1|2886,1|2886|1|11|1,1571669529,LOGOUT
IOS_YY,22,2|9,2|9|2|22|0,1571669559,LOGOUT
H5,25,2|2506,2|2506|2|25|0,1571669829,LOGOUT
IOS,22,2|2663,2|2663|2|22|0,1571669889,LOGIN
H5,20,2|1206,2|1206|2|20|0,1571669949,LOGOUT
H5,24,2|2952,2|2952|2|24|0,1571669979,LOGOUT
IOS_YY,25,2|2185,2|2185|2|25|0,1571670069,LOGIN
H5,3,0|2806,0|2806|0|03|0,1571670159,LOGOUT
H5,4,0|2069,0|2069|0|04|0,1571670219,LOGOUT
ADR,3,0|2676,0|2676|0|03|1,1571672139,LOGIN
IOS_YY,24,2|1676,2|1676|2|24|1,1571672259,LOGOUT
IOS,0,0|1458,0|1458|0|00|1,1571672289,LOGOUT
ADR,2,0|48,0|48|0|02|0,1571672439,LOGIN
IOS,22,2|2710,2|2710|2|22|1,1571587599,LOGOUT
IOS_YY,10,1|1228,1|1228|1|10|1,1571588139,LOGOUT
H5,4,0|2983,0|2983|0|04|1,1571588199,LOGIN
IOS,3,0|1254,0|1254|0|03|0,1571588439,LOGIN
IOS_YY,14,1|1273,1|1273|1|14|1,1571588889,LOGOUT
IOS_YY,23,2|2437,2|2437|2|23|0,1571588979,LOGIN
H5,20,2|931_197,2|931_197|2|20|1,1571589189,LOGIN
ADR,12,1|1005,1|1005|1|12|1,1571589549,LOGOUT
IOS_YY,12,1|629,1|629|1|12|1,1571589639,LOGOUT
IOS_YY,12,1|1448,1|1448|1|12|1,1571589699,LOGOUT
IOS_YY,20,2|1055,2|1055|2|20|0,1571589969,LOGOUT
IOS,23,2|2564,2|2564|2|23|0,1571589999,LOGIN
H5,25,2|2746,2|2746|2|25|1,1571590029,LOGOUT
H5,10,1|2061,1|2061|1|10|0,1571590299,LOGOUT
H5,10,1|2061,1|2061|1|10|0,1571590299,LOGOUT
ADR,10,1|289,1|289|1|10|1,1571591049,LOGIN
IOS_YY,20,2|2542,2|2542|2|20|0,1571591079,LOGOUT
IOS_YY,1,0|1055,0|1055|0|01|0,1571591979,LOGOUT
IOS_YY,15,1|851,1|851|1|15|1,1571592669,LOGIN
IOS,0,0|2826,0|2826|0|00|0,1571593209,LOGIN
H5,1,0|315,0|315|0|01|1,1571593719,LOGIN
IOS,25,2|847,2|847|2|25|1,1571594379,LOGOUT
IOS_YY,1,0|1538,0|1538|0|01|0,1571594679,LOGOUT
IOS_YY,3,0|2009,0|2009|0|03|0,1571595309,LOGOUT
ADR,10,1|2819,1|2819|1|10|0,1571595459,LOGIN
ADR,5,0|1707,0|1707|0|05|1,1571595519,LOGIN
ADR,2,0|1695,0|1695|0|02|0,1571595819,LOGIN
ADR,13,1|1727,1|1727|1|13|1,1571596989,LOGIN
ADR,14,1|669,1|669|1|14|1,1571598339,LOGOUT
H5,21,2|425,2|425|2|21|0,1571598549,LOGIN
ADR,2,0|2176,0|2176|0|02|1,1571598999,LOGIN
H5,21,2|193,2|193|2|21|0,1571599089,LOGOUT
ADR,13,1|1482,1|1482|1|13|1,1571599119,LOGOUT
IOS_YY,10,1|2112,1|2112|1|10|0,1571599479,LOGOUT
IOS_YY,11,1|1249,1|1249|1|11|0,1571599569,LOGOUT
H5,13,1|1949,1|1949|1|13|1,1571599779,LOGOUT
ADR,1,0|289,0|289|0|01|0,1571600049,LOGIN
H5,2,0|583,0|583|0|02|1,1571600139,LOGOUT
IOS,0,0|2127,0|2127|0|00|1,1571600319,LOGOUT
ADR,22,2|645,2|645|2|22|0,1571600859,LOGOUT
IOS_YY,21,2|1246,2|1246|2|21|1,1571601189,LOGIN
IOS,22,2|297,2|297|2|22|1,1571601459,LOGIN
IOS,4,0|1219,0|1219|0|04|1,1571601939,LOGIN
IOS,14,1|453,1|453|1|14|0,1571602209,LOGOUT
ADR,21,2|1264,2|1264|2|21|0,1571602299,LOGOUT
ADR,1,0|1795,0|1795|0|01|1,1571602689,LOGIN
IOS_YY,23,2|118,2|118|2|23|0,1571602779,LOGOUT
H5,3,0|911,0|911|0|03|0,1571603019,LOGIN
H5,3,0|911,0|911|0|03|0,1571603019,LOGIN
IOS,15,1|939,1|939|1|15|0,1571603199,LOGIN
IOS,11,1|2630,1|2630|1|11|1,1571603589,LOGOUT
IOS_YY,0,0|626,0|626|0|00|1,1571603739,LOGOUT
IOS_YY,22,2|210,2|210|2|22|1,1571604519,LOGOUT
IOS_YY,25,2|2756,2|2756|2|25|1,1571604549,LOGIN
IOS_YY,23,2|1726,2|1726|2|23|1,1571604909,LOGOUT
IOS,13,1|1241,1|1241|1|13|1,1571605269,LOGOUT
ADR,15,1|1255,1|1255|1|15|1,1571606949,LOGIN
IOS_YY,21,2|775,2|775|2|21|1,1571607159,LOGIN
ADR,14,1|179,1|179|1|14|0,1571607369,LOGOUT
IOS_YY,12,1|573,1|573|1|12|0,1571608149,LOGOUT
ADR,11,1|2531,1|2531|1|11|0,1571608239,LOGOUT
H5,14,1|1578,1|1578|1|14|1,1571609019,LOGOUT
H5,14,1|1578,1|1578|1|14|1,1571609019,LOGOUT
IOS,5,0|2553,0|2553|0|05|1,1571609169,LOGIN
H5,20,2|2344,2|2344|2|20|1,1571609259,LOGOUT
H5,2,0|2539,0|2539|0|02|0,1571609349,LOGIN
ADR,23,2|1604_14,2|1604_14|2|23|0,1571609529,LOGIN
ADR,12,1|2709,1|2709|1|12|1,1571611089,LOGIN
IOS,25,2|265,2|265|2|25|1,1571611179,LOGIN
IOS,2,0|1516,0|1516|0|02|1,1571611629,LOGOUT
H5,21,2|801,2|801|2|21|1,1571611779,LOGIN
IOS_YY,22,2|1250,2|1250|2|22|1,1571611929,LOGOUT
IOS,24,2|845,2|845|2|24|0,1571611959,LOGIN
IOS,23,2|990,2|990|2|23|0,1571612019,LOGOUT
ADR,24,2|462_212,2|462_212|2|24|0,1571612889,LOGIN
H5,1,0|2931,0|2931|0|01|0,1571613339,LOGOUT
ADR,5,0|388_197,0|388_197|0|05|1,1571613489,LOGOUT
ADR,5,0|2189,0|2189|0|05|0,1571613609,LOGOUT
IOS,0,0|932,0|932|0|00|1,1571614179,LOGIN
H5,5,0|1665,0|1665|0|05|1,1571614209,LOGIN
IOS_YY,10,1|2251,1|2251|1|10|0,1571614329,LOGOUT
IOS_YY,25,2|2218,2|2218|2|25|0,1571615349,LOGOUT
ADR,11,1|2868,1|2868|1|11|1,1571615559,LOGIN
H5,0,0|1934,0|1934|0|00|0,1571615739,LOGOUT
H5,20,2|53,2|53|2|20|0,1571616339,LOGIN
H5,2,0|929,0|929|0|02|1,1571616489,LOGOUT
H5,10,1|1673,1|1673|1|10|0,1571616789,LOGOUT
ADR,14,1|2632,1|2632|1|14|0,1571617029,LOGIN
ADR,10,1|2795,1|2795|1|10|0,1571617179,LOGOUT
H5,4,0|345,0|345|0|04|0,1571617779,LOGIN
IOS_YY,12,1|1803,1|1803|1|12|0,1571618019,LOGOUT
IOS_YY,12,1|1803,1|1803|1|12|0,1571618019,LOGOUT
IOS,22,2|993,2|993|2|22|1,1571618109,LOGIN
ADR,20,2|851,2|851|2|20|1,1571618139,LOGIN
IOS,5,0|1156,0|1156|0|05|0,1571618559,LOGIN
H5,15,1|1171,1|1171|1|15|0,1571618709,LOGOUT
IOS,24,2|2490,2|2490|2|24|0,1571619189,LOGIN
IOS_YY,20,2|2233,2|2233|2|20|0,1571619219,LOGIN
H5,5,0|1402,0|1402|0|05|0,1571619279,LOGIN
ADR,5,0|3_172,0|3_172|0|05|1,1571619639,LOGIN
ADR,4,0|2244,0|2244|0|04|1,1571619759,LOGIN
IOS_YY,2,0|1979,0|1979|0|02|0,1571620689,LOGIN
H5,10,1|1812,1|1812|1|10|1,1571620749,LOGIN
IOS_YY,25,2|1477,2|1477|2|25|0,1571620809,LOGIN
IOS,12,1|2285,1|2285|1|12|1,1571621799,LOGOUT
H5,0,0|1241,0|1241|0|00|0,1571621829,LOGOUT
IOS,25,2|2735,2|2735|2|25|1,1571621919,LOGIN
H5,4,0|2204,0|2204|0|04|0,1571621979,LOGOUT
IOS_YY,5,0|290,0|290|0|05|0,1571622819,LOGOUT
ADR,3,0|1043,0|1043|0|03|1,1571623089,LOGOUT
ADR,15,1|2531,1|2531|1|15|0,1571623179,LOGIN
IOS_YY,21,2|1781,2|1781|2|21|0,1571623419,LOGIN
H5,5,0|1981,0|1981|0|05|0,1571623749,LOGOUT
H5,22,2|2317,2|2317|2|22|0,1571623809,LOGOUT
H5,25,2|2890,2|2890|2|25|1,1571624199,LOGOUT
ADR,25,2|2157,2|2157|2|25|1,1571624679,LOGOUT
H5,4,0|1111,0|1111|0|04|0,1571625459,LOGOUT
H5,4,0|1111,0|1111|0|04|0,1571625459,LOGOUT
IOS,24,2|690,2|690|2|24|1,1571626449,LOGIN
IOS_YY,21,2|2615,2|2615|2|21|0,1571626599,LOGOUT
IOS_YY,10,1|1431,1|1431|1|10|1,1571627229,LOGOUT
ADR,25,2|502,2|502|2|25|1,1571627769,LOGOUT
IOS_YY,24,2|2627,2|2627|2|24|1,1571628549,LOGOUT
IOS_YY,14,1|2245,1|2245|1|14|0,1571628729,LOGOUT
H5,5,0|1573,0|1573|0|05|0,1571628789,LOGOUT
ADR,4,0|1417,0|1417|0|04|0,1571629149,LOGIN
IOS,3,0|1989,0|1989|0|03|1,1571629209,LOGOUT
H5,25,2|800_69,2|800_69|2|25|1,1571630109,LOGOUT
ADR,0,0|584,0|584|0|00|1,1571630379,LOGIN
IOS_YY,14,1|605,1|605|1|14|0,1571630469,LOGIN
IOS_YY,3,0|622,0|622|0|03|1,1571630559,LOGOUT
IOS,3,0|737,0|737|0|03|0,1571630649,LOGOUT
IOS,2,0|274_33,0|274_33|0|02|1,1571631339,LOGIN
H5,5,0|2349,0|2349|0|05|0,1571631789,LOGIN
IOS,23,2|456,2|456|2|23|1,1571632059,LOGIN
ADR,14,1|2304,1|2304|1|14|1,1571632149,LOGOUT
ADR,14,1|2304,1|2304|1|14|1,1571632149,LOGOUT
IOS_YY,13,1|2963,1|2963|1|13|1,1571632389,LOGOUT
IOS,14,1|1787,1|1787|1|14|0,1571632479,LOGIN
IOS,14,1|679,1|679|1|14|1,1571632659,LOGIN
H5,24,2|2438,2|2438|2|24|1,1571633169,LOGIN
ADR,2,0|669,0|669|0|02|0,1571633319,LOGIN
IOS_YY,25,2|50,2|50|2|25|0,1571633469,LOGOUT
